transaction_id,customer_id,order_date_raw,amount_raw,currency,payment_method,status,refund_raw
T202109,C10284,07/05/2023,134.39,usd,card,CHARGEBACK,TRUE
T202110,C10121,2023-05-22 22:22:00,,aed,Bank Transfer,PAID,1
T202111,C10353,05-Jul-2024,,USD,Cash,pending,FALSE
T202112,C10330,2023-04-15,5.72,EUR,Cash,PENDING,
T202113,C10255,not a date,,usd,cash,,
T202114,C10104,2024/09/04,117.61,,Cash,REFUNDED,no
T202115,C10084,not a date,81.04 AED,US$,PayPal,pending,TRUE
T202116,C10330,2024/02/22,195.48 AED,AED,Cash,refunded,
T202117,C99999,07/28/2024,AED 25.11,USD,Apple Pay,pending,
T202118,C10232,2023-07-06,$198.74,,apple_pay,PENDING,
T202119,C10081,2024-08-15 10:55:00,412.00 AED,PKR,bank_transfer,failed,0
T202120,C10243,2022/09/26,,,Bank Transfer,failed,
T202121,C10194,2022/04/01,95.09,AED,bank_transfer,PAID,partial
T202122,C10368,,$78.56,USD,Cash,Paid,refund
T202123,C10296,not a date,free,PKR,apple_pay,failed,refund
T202124,C10135,2023-11-09 05:14:00,AED 238.62,د.إ,card,PAID,
T202125,C10375,2022/01/12,178.06,aed,,refunded,full
T202126,C10152,13-Jul-2022,159.33 AED,aed,apple_pay,paid,-
T202127,C10134,,333.29,AED,,chargeback,
T202128,C10O01,,96.31 AED,EUR,Bank Transfer,,
T202129,C10005,2023/01/09,120.65,AED,,chargeback,yes
T202130,C10399,not a date,,EUR,Bank Transfer,chargeback,N
T202131,C10296,,0.00 AED,PKR,cash,PENDING,partial
T202132,C10396,2023-10-18,158.69dhs,USD,Cash,Paid,N
T202133,C10163,2023/11/16,AED 27.07,aed,,paid,Y
T202134,C10O01,03/12/2023,340.23 AED,,card,PAID,partial
T202135,C10126,not a date,,usd,Cash,PAID,TRUE
T202136,C10032,,322.53,USD,Card,refunded,partial
T202137,C10064,2024-03-31 00:20:00,174.74,USD,,CHARGEBACK,
T202138,C10129,not a date,81.48dhs,usd,bank_transfer,PAID,TRUE
T202139,C10033,2024-00-12,AED 209.73,EUR,paypal,pending,TRUE
T202140,C10172,2022-11-07,200.52dhs,USD,Bank Transfer,PAID,refund
T202141,C10018,2022-09-21,AED 96.58,EUR,Apple Pay,FAILED,no
T202142,C10172,2022-12-02 06:09:00,free,USD,,paid,partial
T202143,C10412,2024-01-14 23:30:00,,USD,paypal,pending,-
T202144,C10134,not a date,AED 485.64,usd,cash,failed,0
T202145,C10256,26/02/2024,,,Cash,paid,0
T202146,C10014,,331.09,USD,Cash,Paid,yes
T202147,C10073,23-Nov-2023,,usd,bank_transfer,pending,yes
T202148,C10051,2023-01-04 16:16:00,$170.64,usd,Bank Transfer,CHARGEBACK,
T202149,C10373,24/04/2024,40.93,GBP,Cash,paid,
T202150,C10384,,155.79dhs,usd,Card,CHARGEBACK,N
T202151,C10083,12/11/2023,0,US$,PayPal,REFUNDED,
T202152,C10257,02/11/2022,12269.38dhs,PKR,bank_transfer,pending,TRUE
T202153,C10154,2024-00-12,159.26,د.إ,paypal,chargeback,Y
T202154,C10362,16/07/2024,AED 308.32,,Card,,full
T202155,C10228,11/10/2023,,usd,apple_pay,PENDING,1
T202156,C10246,not a date,379.35,EUR,bank_transfer,failed,
T202157,C10178,02/02/2023,185.41,PKR,Bank Transfer,failed,-
T202158,C10381,2024-03-27 09:43:00,$197.81,د.إ,Apple Pay,chargeback,refund
T202159,,,$149.41,EUR,cash,chargeback,partial
T202160,C10236,2022/11/07,AED 249.69,aed,bank_transfer,refunded,-
T202161,C10253,,AED 181.84,aed,cash,refunded,Y
T202162,C10126,2024-00-12,free,GBP,Card,paid,FALSE
T202163,C10349,2023-05-03 20:21:00,$379.72,د.إ,Bank Transfer,pending,N
T202164,C10324,,231.0,AED,Bank Transfer,,-
T202165,C10051,14-Jul-2023,AED 51.31,usd,cash,failed,
T202166,C10257,28/11/2022,AED 253.55,usd,Cash,FAILED,1
T202167,C10363,24-Oct-2022,$349.21,usd,apple_pay,Paid,TRUE
T202168,C10082,07/02/2023,264.73,usd,Cash,chargeback,yes
T202169,C10138,12/01/2022,,usd,Cash,chargeback,partial
T202170,C10395,2023-10-10 21:57:00,,US$,apple_pay,PENDING,full
T202171,C10228,,345.04dhs,د.إ,PayPal,paid,0
T202172,C10125,2024/06/15,0.00,د.إ,Apple Pay,paid,partial
T202173,C10262,2024-00-12,369.26 AED,EUR,card,pending,TRUE
T202174,,2024-00-12,279.85,US$,cash,pending,1
T202175,C10417,2024-01-16 18:40:00,,AED,Cash,refunded,N
T202176,C10150,not a date,120.24,usd,Apple Pay,CHARGEBACK,1
T202177,C10083,not a date,214.15,GBP,PayPal,REFUNDED,-
T202178,C10222,2022/12/03,259.96,EUR,bank_transfer,chargeback,full
T202179,C10188,02/09/2022,8.77 AED,USD,Apple Pay,pending,full
T202180,C10373,2023-11-26 14:54:00,AED 276.91,usd,PayPal,PAID,
T202181,C10344,06/27/2022,free,د.إ,bank_transfer,REFUNDED,partial
T202182,,,AED 363.31,USD,paypal,PAID,Y
T202183,C10269,not a date,,د.إ,Apple Pay,,full
T202184,C10078,,127.02 AED,د.إ,,pending,
T202185,C10006,not a date,AED 79.91,,bank_transfer,chargeback,
T202186,C10373,2022-05-02 15:55:00,13951.23,USD,Card,chargeback,yes
T202187,C10212,15/05/2023,148.52dhs,PKR,paypal,Paid,full
T202188,C10123,05/19/2023,252.96 AED,د.إ,apple_pay,refunded,refund
T202189,C10043,,101.65,EUR,Bank Transfer,failed,
T202190,C10354,2022/11/14,,USD,paypal,FAILED,Y
T202191,C10029,2024-08-05,AED 118.53,د.إ,apple_pay,refunded,
T202192,C10186,2024-00-12,AED 15.66,,card,Paid,partial
T202193,C10409,2024-00-12,93.94,AED,apple_pay,PAID,refund
T202194,C10251,2024-00-12,229.79,EUR,Cash,failed,full
T202195,C10395,2024-09-24 02:59:00,0.00,د.إ,Apple Pay,paid,full
T202196,C10344,,,PKR,card,paid,-
T202197,C10051,2024-09-19,,aed,,paid,
T202198,C10348,01/29/2023,free,,card,,partial
T202199,C10286,2024-00-12,$185.98,GBP,Card,PAID,Y
T201849,C10034,2022-03-23 13:36:00,246.31,EUR,Apple Pay,PENDING,Y
T200007,C10354,2024-00-12,free,,Cash,refunded,FALSE
T201963,C10019,,0.59 AED,USD,Card,pending,TRUE
T200237,C10202,2022-03-10 14:24:00,61.84 AED,PKR,apple_pay,FAILED,-
T200717,C10292,08/10/2023,free,,Cash,Paid,0
T200054,C10267,2023-10-31 13:26:00,164.11 AED,EUR,Bank Transfer,Paid,partial
T201940,C10350,2022-03-07 04:24:00,173.47dhs,GBP,,chargeback,
T201499,C10161,2024-00-12,78.13,AED,paypal,pending,FALSE
T200887,C10176,not a date,AED 383.06,USD,apple_pay,chargeback,-
T200593,,01/13/2023,free,AED,Cash,,0
T200921,C10200,2024-00-12,,USD,Card,,refund
T200718,C10053,2022-08-19,$159.87,PKR,,refunded,full
T200832,C10312,23/05/2024,240.48,د.إ,Apple Pay,paid,N
T201244,C10296,2023/06/08,free,US$,PayPal,paid,yes
T200196,C10013,2024-07-25 18:03:00,190.37dhs,PKR,card,PAID,Y
T200579,C10063,2022/03/02,AED 0.00,,cash,REFUNDED,N
T201361,C10355,not a date,,GBP,,FAILED,
T201187,C10233,,,PKR,apple_pay,pending,0
T201588,C10157,2022-10-04,270.2,,Cash,pending,full
T201050,C10350,2022-06-27 03:13:00,,aed,apple_pay,,1
T200848,C10035,04/19/2023,179.27dhs,USD,,PENDING,0
T200700,C10116,,193.81,EUR,bank_transfer,CHARGEBACK,
T201545,C10188,2023-10-08 09:15:00,free,aed,bank_transfer,,1
T201776,C10378,2022-06-18,$261.93,د.إ,PayPal,CHARGEBACK,Y
T201180,C10014,2024-00-12,,PKR,Card,REFUNDED,full
T200744,C10313,06/30/2024,249.62,,bank_transfer,pending,full
T200951,C10397,,307.51,GBP,cash,PENDING,Y
T200888,C10021,2024/04/15,free,aed,Cash,refunded,refund
T200430,C10291,not a date,AED 442.05,GBP,Card,Paid,N
T200856,C10271,,75.15,aed,Bank Transfer,REFUNDED,-
T201983,C10270,09/17/2024,331.49 AED,usd,bank_transfer,PAID,partial
T201183,C10152,08/15/2022,227.28,PKR,Apple Pay,PENDING,Y
T200945,C10124,01/01/2023,$34.39,usd,Apple Pay,PAID,
T201083,,2024-00-12,97.11,PKR,Cash,PAID,-
T201552,C10371,17-Dec-2023,,د.إ,Card,Paid,partial
T200060,C10368,2023-10-30 08:02:00,34.67,aed,card,PAID,Y
T201301,C10277,11/02/2024,,AED,Cash,FAILED,FALSE
T200746,C10173,,,PKR,Bank Transfer,CHARGEBACK,1
T200454,C10245,09/23/2024,free,PKR,,failed,
T200609,C10259,03/20/2023,260.52,,apple_pay,refunded,refund
T201263,C10233,2023/09/27,,usd,apple_pay,refunded,FALSE
T200259,C10118,22/12/2022,187.51,US$,paypal,REFUNDED,N
T201342,C10354,2024-00-12,,US$,Bank Transfer,REFUNDED,0
T201678,C10374,2024-09-04,81.5,US$,cash,pending,TRUE
T200488,C10311,2024-06-25,,,Card,PAID,TRUE
T201458,C10076,2022/11/03,$243.33,GBP,Bank Transfer,PENDING,full
T201671,C10060,24/02/2024,241.98,usd,,PAID,1
T200970,C10O01,2022-12-24 20:59:00,104.58,PKR,Card,REFUNDED,-
T201196,C10392,2022-04-30,96.01 AED,,PayPal,,N
T200299,C10373,11/28/2023,162.21 AED,aed,Cash,CHARGEBACK,1
T200279,C10388,2024-00-12,169.31,AED,PayPal,failed,TRUE
T201273,C10113,2022-08-26,,,Apple Pay,pending,full
T201870,C10221,2024-00-12,,US$,bank_transfer,PENDING,1
T200270,C10342,06-Aug-2024,111.79,,PayPal,Paid,yes
T200674,C10341,,AED 212.23,,apple_pay,Paid,full
T200002,C10174,14-Feb-2022,130.48,,apple_pay,REFUNDED,1
T201354,C10O01,2024-00-12,0,US$,,PAID,0
T200447,C10190,2022/07/10,free,usd,apple_pay,chargeback,no
T200861,C10112,2022-04-05,,usd,PayPal,FAILED,yes
T200110,C10317,2024-00-12,148.30 AED,EUR,Apple Pay,Paid,0
